Taxa	081A	082A	083A	084A	085A	086A	091A	093A	094A	098A	099A	100A	101A	107A	108A	109A	10A	116A	118A	119A	11A	120A	13A	15A	18A	1A	20A	21A	24A	25A	28A	29A	31A	34A	35A	37A	39A	3A	6A	7A
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Allokutzneria|s__Allokutzneria albata	17	5	0	6	2	3	8	1	3	15	0	52	6	5	7	7	12	1	0	5	3	16	0	9	5	14	4	8	22	1	4	4	3	4	1	6	4	5	4	1
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Allosaccharopolyspora	3	5	0	4	3	0	5	0	0	8	0	6	4	0	3	0	0	1	3	0	0	6	0	7	2	8	0	3	20	0	2	1	1	2	1	2	5	3	2	4
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Allosaccharopolyspora|s__Allosaccharopolyspora coralli	3	5	0	4	3	0	5	0	0	8	0	6	4	0	3	0	0	1	3	0	0	6	0	7	2	8	0	3	20	0	2	1	1	2	1	2	5	3	2	4
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis	167	69	47	83	29	16	196	40	13	223	21	376	67	152	173	183	213	30	31	275	72	179	71	141	149	161	54	154	318	34	142	100	65	87	64	90	60	146	93	86
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis acidiphila	5	0	2	7	0	1	18	0	0	11	0	17	7	16	4	5	6	1	1	29	1	6	2	10	8	6	3	9	8	0	8	13	4	7	5	4	1	11	3	6
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis aidingensis	10	3	3	0	3	2	11	0	0	3	0	9	7	3	5	11	11	2	0	1	6	10	0	8	5	6	2	5	5	2	3	4	1	0	1	6	1	7	12	2
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis albispora	10	12	0	3	0	0	5	0	0	9	5	14	0	3	5	4	4	1	3	20	4	17	2	2	4	7	0	2	15	3	7	3	4	10	4	4	4	3	2	5
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis japonica	14	0	0	1	0	0	5	0	0	3	2	28	4	1	10	0	0	0	0	5	0	2	1	1	0	1	0	0	1	1	1	0	0	0	0	3	1	3	2	4
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis keratiniphila	4	0	2	2	0	1	6	0	0	4	0	21	1	2	6	3	5	3	0	7	0	1	1	3	2	1	0	2	5	0	6	1	0	0	2	0	4	7	0	1
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis mediterranei	6	0	0	0	1	0	6	4	6	3	0	15	4	1	7	6	1	3	1	5	4	0	3	3	1	1	0	0	14	0	8	1	0	2	3	0	0	9	5	1
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis methanolica	4	0	1	5	0	0	13	6	1	31	0	16	0	31	5	31	13	1	1	35	3	14	11	1	12	4	6	0	10	1	1	3	12	14	2	2	8	8	2	7
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis orientalis	1	0	2	0	4	0	3	0	0	18	0	22	1	8	4	27	7	1	0	1	1	9	8	5	6	4	8	2	10	1	2	2	1	1	2	3	9	1	1	7
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis roodepoortensis	0	0	0	0	0	0	0	0	0	1	0	1	2	0	2	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	3	0	0	0	2	2	0	1	0	1
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis sp. 2-15	5	5	0	4	0	1	5	0	0	3	1	6	4	7	5	9	3	0	0	3	3	1	3	4	6	8	0	6	3	0	4	0	0	1	4	2	0	4	0	1
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis sp. 2-2	5	0	0	4	0	0	14	0	0	11	0	41	3	13	5	5	9	0	2	19	2	6	0	4	3	3	2	2	5	0	4	6	3	3	4	7	0	9	4	1
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis sp. 4-36	2	4	0	1	1	0	3	0	0	13	3	1	2	0	2	2	6	1	6	0	2	2	0	4	5	10	1	1	14	0	2	1	0	0	0	4	2	9	0	3
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis sp. AA4	2	2	0	3	0	1	2	0	0	8	1	2	0	5	3	8	1	0	0	27	1	7	1	1	1	1	0	1	13	0	8	3	1	2	4	1	1	14	2	2
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis sp. BJA-103	2	2	0	2	1	0	2	10	0	3	0	11	2	2	4	3	5	1	3	19	1	6	5	1	7	5	5	0	5	1	3	0	0	1	1	0	0	3	0	0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis sp. CA-230715	2	5	0	0	1	0	7	0	0	6	0	3	1	1	6	1	22	0	0	1	6	5	0	5	8	10	0	5	6	1	3	3	4	0	2	5	1	6	1	2
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis sp. DG1A-15b	0	1	1	6	0	0	10	0	0	0	1	2	1	1	1	0	7	0	0	3	0	0	0	4	2	5	0	1	5	0	1	2	0	6	0	1	7	0	5	0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis sp. DSM 110486	5	0	2	0	1	0	2	0	0	4	0	5	1	1	4	4	3	0	0	5	0	10	1	3	4	4	2	3	15	2	1	12	2	4	2	0	1	3	4	3
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis sp. EV170708-02-1	0	0	1	1	0	0	0	0	0	8	1	4	1	7	3	4	6	0	3	1	0	10	2	1	6	1	1	0	1	0	3	0	1	1	2	3	1	3	1	5
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis sp. FBCC-B4732	8	0	1	4	2	0	9	0	0	8	0	41	1	1	7	3	3	1	0	3	1	1	4	3	5	4	0	6	17	4	5	1	2	0	2	2	0	4	2	0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis sp. FDAARGOS 1241	33	2	1	3	0	1	1	0	0	2	0	4	2	6	1	4	6	0	4	12	0	2	1	3	5	14	6	46	10	0	10	0	1	0	1	1	2	3	0	4
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis sp. FU40	10	9	12	9	1	0	4	7	0	15	0	10	0	13	5	14	16	1	1	11	0	15	11	8	21	12	1	11	41	0	6	2	10	1	4	5	2	10	5	4
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis sp. Hca4	4	4	0	3	2	2	5	0	0	7	2	7	0	3	17	0	9	2	0	2	2	2	2	9	3	8	2	11	16	2	3	3	1	2	0	2	0	3	1	2
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis sp. HUAS 11-8	2	2	3	3	0	4	5	1	2	8	0	19	5	3	7	6	14	0	2	15	15	6	1	4	8	8	3	5	24	6	6	2	1	4	2	4	3	7	8	8
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis sp. QT-25	2	0	2	0	1	1	0	0	0	2	0	0	1	1	2	1	7	0	1	3	0	4	0	25	1	1	1	0	1	0	1	19	2	5	1	0	1	0	11	2
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis sp. TNS106	6	1	1	3	0	0	4	0	0	2	0	6	3	2	2	4	5	0	0	7	1	5	0	1	1	1	0	0	5	0	3	2	1	0	2	2	0	1	2	0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis sp. WQ 127309	3	3	2	4	1	0	8	3	0	8	1	11	2	8	5	1	7	0	0	1	0	9	3	8	5	7	0	4	7	2	2	6	5	4	0	1	3	3	1	0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis sp. YIM 10	5	1	2	3	0	1	9	0	1	3	1	5	0	2	1	7	2	2	0	16	4	5	0	2	1	1	3	1	3	0	6	3	4	3	2	3	0	3	3	0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis thermalba	2	1	0	2	2	1	3	0	0	6	0	5	0	0	9	6	4	0	0	0	0	6	2	6	4	8	3	4	4	0	4	0	0	2	0	3	7	2	3	4
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Crossiella	3	1	0	5	0	0	8	0	0	10	0	7	0	1	1	1	4	0	2	15	3	4	4	3	2	4	1	2	12	3	3	3	1	6	3	3	14	2	0	0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Crossiella|s__Crossiella sp. CA-258035	3	1	0	5	0	0	8	0	0	10	0	7	0	1	1	1	4	0	2	15	3	4	4	3	2	4	1	2	12	3	3	3	1	6	3	3	14	2	0	0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Kibdelosporangium	1	5	1	16	0	0	1	5	0	9	0	16	0	12	19	18	7	0	1	25	9	16	9	5	15	16	5	60	18	0	11	2	9	7	3	21	4	6	2	0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Kibdelosporangium|s__Kibdelosporangium phytohabitans	1	5	1	16	0	0	1	5	0	9	0	16	0	12	19	18	7	0	1	25	9	16	9	5	15	16	5	60	18	0	11	2	9	7	3	21	4	6	2	0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Kutzneria	23	9	5	14	5	9	22	16	7	50	2	73	12	9	62	24	26	6	6	27	8	36	16	26	29	29	13	31	43	8	8	3	15	8	7	12	3	19	14	13
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Kutzneria|s__Kutzneria albida	4	2	2	3	1	3	0	7	6	10	1	7	4	3	8	8	4	1	0	8	4	7	0	7	3	8	3	5	10	0	2	0	2	3	1	2	0	1	6	2
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Kutzneria|s__Kutzneria buriramensis	1	3	2	2	3	0	8	7	0	8	0	5	0	3	4	4	7	2	2	1	0	13	2	4	14	2	3	5	6	0	1	0	5	2	1	1	1	1	2	6
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Kutzneria|s__Kutzneria chonburiensis	2	1	1	2	1	5	8	2	1	13	0	8	2	1	32	12	6	3	3	9	1	7	12	13	0	12	2	8	11	7	1	1	3	1	2	4	1	6	3	4
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Kutzneria|s__Kutzneria sp. CA-103260	16	3	0	7	0	1	6	0	0	18	0	52	5	2	18	0	9	0	1	9	3	7	0	2	11	7	5	13	15	1	4	2	3	2	3	5	1	11	3	0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Lentzea	25	1	2	8	2	1	17	2	2	11	2	40	4	11	12	18	13	1	0	35	4	5	0	9	9	15	7	10	16	2	5	3	3	6	9	5	3	13	4	3
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Lentzea|s__Lentzea guizhouensis	8	1	1	2	0	1	12	1	2	9	1	27	4	2	9	6	4	1	0	7	1	1	0	4	3	10	2	3	5	1	1	2	3	2	0	1	0	3	1	1
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Lentzea|s__Lentzea sp. HUAS12	15	0	1	6	2	0	5	1	0	2	1	13	0	9	3	12	9	0	0	28	3	4	0	5	5	5	5	7	11	1	4	1	0	4	9	3	3	10	3	2
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Prauserella	3	0	0	2	0	0	7	4	2	9	0	3	1	1	11	3	4	1	2	1	0	3	0	5	5	8	1	4	7	2	7	1	1	0	7	2	1	3	4	3
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Prauserella|s__Prauserella marina	3	0	0	2	0	0	7	4	2	9	0	3	1	1	11	3	4	1	2	1	0	3	0	5	5	8	1	4	7	2	7	1	1	0	7	2	1	3	4	3
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia	56	13	11	38	6	2	62	27	25	68	3	197	32	27	67	34	49	17	11	95	15	41	4	29	38	43	18	60	68	14	52	42	20	31	21	25	17	42	24	18
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia abyssalis	0	6	5	6	0	0	4	2	0	8	0	32	2	3	5	4	2	5	0	14	0	13	2	2	3	2	2	6	10	0	2	2	4	1	1	0	0	3	3	1
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia alaniniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia alni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia autotrophica	5	1	3	2	3	0	6	0	0	3	0	12	1	3	8	3	14	0	3	16	1	7	0	3	5	3	2	3	7	3	3	19	2	6	2	1	1	3	6	4
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia broussonetiae	11	1	0	7	0	0	6	1	1	14	1	23	0	11	15	2	8	2	0	3	6	5	1	7	4	6	0	7	6	1	7	2	3	2	3	8	2	4	4	2
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia dioxanivorans	4	1	1	2	1	0	5	0	0	4	0	33	3	2	8	11	2	1	1	7	0	1	0	3	0	3	0	2	19	0	13	2	2	5	6	5	3	0	3	3
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia oceani	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia petroleophila	4	0	1	1	0	0	6	0	0	4	0	7	1	1	6	1	3	0	0	14	1	1	0	2	7	2	0	1	4	2	6	0	3	1	0	0	0	4	0	0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia sp. AL041005-10	9	0	0	4	0	0	7	0	0	7	0	35	4	2	10	0	3	0	0	1	0	2	0	4	1	5	0	33	4	0	2	5	0	0	2	0	7	3	1	0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia sp. DSM 110487	9	1	0	4	0	0	7	0	0	8	0	20	6	2	6	5	3	2	0	3	3	3	0	5	6	6	2	3	6	1	4	1	3	3	3	6	0	6	0	1
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia sp. HH130629-09	1	1	0	4	0	0	4	0	0	1	0	1	1	1	1	4	5	0	0	10	0	0	0	0	2	5	0	0	1	1	2	2	0	2	1	1	0	6	0	0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia sp. HH130630-07	4	1	0	0	0	0	7	0	0	6	1	23	13	0	3	2	2	2	3	3	0	2	0	3	2	3	1	3	1	0	1	3	2	2	1	2	0	4	5	1
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharomonospora	21	7	10	6	4	6	25	10	6	29	0	45	11	5	23	15	21	1	2	11	10	10	4	17	16	15	5	15	21	9	21	7	8	19	10	12	9	8	10	14
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharomonospora|s__Saccharomonospora azurea	3	0	0	0	1	2	2	0	0	2	0	1	1	1	1	8	3	0	0	1	2	0	0	5	3	1	0	0	1	0	1	0	0	1	1	1	1	2	0	0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharomonospora|s__Saccharomonospora cyanea	0	1	3	2	1	0	10	0	0	12	0	27	7	0	4	0	9	0	0	4	0	0	4	1	0	1	1	3	0	4	5	1	5	2	4	2	0	1	2	4
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharomonospora|s__Saccharomonospora glauca	1	3	0	1	0	0	1	0	0	2	0	2	2	0	0	2	0	0	0	0	1	0	0	0	0	4	1	1	3	1	1	1	0	0	1	1	3	1	1	0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharomonospora|s__Saccharomonospora marina	7	1	1	1	0	3	3	7	5	4	0	10	0	1	10	1	2	1	1	5	3	1	0	3	4	6	1	1	0	0	2	0	1	2	2	2	2	1	2	4
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharomonospora|s__Saccharomonospora viridis	5	0	6	1	2	0	4	1	0	3	0	1	0	1	5	3	5	0	0	0	3	2	0	5	6	1	0	0	7	4	7	3	1	6	1	2	0	1	5	5
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharomonospora|s__Saccharomonospora xinjiangensis	5	2	0	1	0	0	2	0	0	6	0	4	1	2	2	0	1	0	0	1	1	7	0	1	3	2	0	5	9	0	4	2	1	8	0	4	2	2	0	1
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharopolyspora	43	19	1	43	1	3	48	8	3	57	5	104	15	24	49	28	27	6	13	120	20	30	6	30	45	19	4	40	50	11	38	18	12	27	29	21	23	35	16	14
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharopolyspora|s__Saccharopolyspora erythraea	6	1	0	9	0	0	10	0	0	13	1	18	2	7	7	5	8	1	0	26	2	9	3	3	8	7	3	8	6	3	8	0	1	3	11	3	8	10	1	3
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharopolyspora|s__Saccharopolyspora gloriosae	1	1	0	2	0	2	3	0	1	2	1	8	2	2	0	2	1	0	4	5	0	4	2	1	6	2	0	5	4	2	4	3	1	1	6	2	1	4	1	4
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharopolyspora|s__Saccharopolyspora gregorii	5	2	0	12	0	0	6	0	0	13	0	15	1	8	7	4	7	2	0	40	1	4	0	9	1	1	0	2	9	0	2	3	1	13	3	3	8	6	5	0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharopolyspora|s__Saccharopolyspora pogona	0	0	0	1	0	0	3	0	0	3	0	11	3	0	2	1	0	0	0	3	1	1	0	2	1	0	0	0	2	0	3	1	0	1	0	1	1	0	1	0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharopolyspora|s__Saccharopolyspora rosea	12	12	1	9	1	0	16	5	0	10	0	33	7	1	5	8	7	1	0	18	1	4	1	10	23	4	0	12	18	1	7	5	4	1	4	2	2	5	5	2
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharopolyspora|s__Saccharopolyspora sp. ASAGF58	1	0	0	6	0	1	2	0	1	4	2	4	0	3	2	7	1	0	3	15	2	3	0	0	0	2	0	0	3	1	0	1	0	1	2	1	1	3	1	1
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharopolyspora|s__Saccharopolyspora spinosa	2	0	0	1	0	0	1	0	1	4	1	1	0	1	21	0	2	2	3	4	0	0	0	1	1	0	1	2	1	2	5	1	0	2	2	2	0	1	0	1
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharothrix	27	7	2	27	4	4	29	2	4	32	3	114	22	16	39	12	26	2	3	42	9	16	1	17	23	22	5	13	35	5	27	15	11	15	10	9	15	19	7	16
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharothrix|s__Saccharothrix espanaensis	3	0	2	8	3	1	3	1	3	13	1	12	2	2	3	6	12	1	0	18	4	7	1	5	10	8	2	9	10	1	3	7	4	10	4	2	6	11	2	3
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharothrix|s__Saccharothrix sp. 6-C	13	4	0	4	0	3	7	0	0	6	0	24	5	6	15	1	7	1	0	2	2	2	0	3	5	8	1	0	10	2	8	2	4	1	0	4	1	1	1	0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharothrix|s__Saccharothrix syringae	11	3	0	15	1	0	19	0	0	13	2	77	15	7	21	5	6	0	3	22	2	6	0	9	8	5	2	4	14	2	12	6	3	4	6	3	8	7	4	13
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Umezawaea	12	3	0	5	3	0	16	1	0	13	0	64	9	6	13	1	7	1	0	16	3	8	1	6	8	6	3	5	5	1	10	6	4	9	5	4	5	5	4	4
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Umezawaea|s__Umezawaea sp. Da 62-37	12	3	0	5	3	0	16	1	0	13	0	64	9	6	13	1	7	1	0	16	3	8	1	6	8	6	3	5	5	1	10	6	4	9	5	4	5	5	4	4
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Sporichthyales	8	2	0	1	0	0	6	3	4	6	0	20	2	2	6	2	6	0	0	1	6	1	2	5	12	9	0	4	8	2	9	2	4	2	1	4	5	5	0	0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Sporichthyales|f__Sporichthyaceae	8	2	0	1	0	0	6	3	4	6	0	20	2	2	6	2	6	0	0	1	6	1	2	5	12	9	0	4	8	2	9	2	4	2	1	4	5	5	0	0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Sporichthyales|f__Sporichthyaceae|g__Epidermidibacterium	8	2	0	1	0	0	6	3	4	6	0	20	2	2	6	2	6	0	0	1	6	1	2	5	12	9	0	4	8	2	9	2	4	2	1	4	5	5	0	0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Sporichthyales|f__Sporichthyaceae|g__Epidermidibacterium|s__Epidermidibacterium keratini	8	2	0	1	0	0	6	3	4	6	0	20	2	2	6	2	6	0	0	1	6	1	2	5	12	9	0	4	8	2	9	2	4	2	1	4	5	5	0	0
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Streptosporangiales	250	123	43	183	38	51	283	63	41	333	29	753	102	152	339	153	217	34	35	322	90	254	82	178	223	231	63	172	336	40	160	111	101	165	123	146	147	192	119	121
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Streptosporangiales|f__Nocardiopsaceae	65	32	23	77	9	11	54	27	17	132	13	138	36	70	112	66	87	12	11	93	47	107	54	72	117	88	11	54	130	15	52	44	45	48	48	55	27	60	32	45
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Streptosporangiales|f__Nocardiopsaceae|g__Nocardiopsis	37	16	12	59	2	7	21	18	12	87	6	85	8	55	66	42	53	2	6	74	30	81	43	49	89	37	3	25	80	7	31	26	31	31	24	36	15	30	16	16
d__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Streptosporangiales|f__Nocardiopsaceae|g__Nocardiopsis|s__Nocardiopsis akebiae	8	2	0	0	0	0	3	0	2	11	0	5	1	3	5	0	3	0	0	5	0	8	0	2	1	2	0	0	2	1	1	3	1	4	2	0	1	2	1	3
