"","V1","V2","V3","V4","V5","V6","V7","V8","num_hash","freq_hash"
"2431",546367,"|","Hafnia paralvei","|","","|","scientific name","|",1609425,0.000101107389335533
"2432",470076,"|","Mycobacterium stomatepiae","|","","|","scientific name","|",1609402,0.000101105944428218
"2433",1526658,"|","Bosea vaviloviae","|","","|","scientific name","|",1609360,0.000101103305901818
"2434",1727164,"|","Pedobacter sp. PACM 27299","|","","|","scientific name","|",1608940,0.000101076920637813
"2435",1499973,"|","Escherichia marmotae","|","","|","scientific name","|",1608675,0.000101060272792667
"2436",875932,"|","Photobacterium sanguinicancri","|","","|","scientific name","|",1608641,0.000101058136842724
"2437",82985,"|","Pragia fontium","|","","|","scientific name","|",1608399,0.000101042933904893
"2438",2975930,"|","Streptomyces sp. NBC_01754","|","","|","scientific name","|",1608388,0.000101042242862264
"2439",2752316,"|","Rhodoferax sp. AJA081-3","|","","|","scientific name","|",1607922,0.00010101296778363
"2440",485917,"|","Pedobacter heparinus DSM 2366","|","","|","scientific name","|",1607916,0.000101012590851287
"2441",471852,"|","Thermomonospora curvata DSM 43183","|","","|","scientific name","|",1607818,0.000101006434289686
"2442",3344655,"|","Streptomyces okerensis","|","","|","scientific name","|",1607646,0.000100995628895856
"2443",3051092,"|","Streptomyces vilmorinianum","|","","|","scientific name","|",1607600,0.000100992739081226
"2444",1977088,"|","Streptomyces ficellus","|","","|","scientific name","|",1607127,0.000100963024248192
"2445",522259,"|","Dyella terrae","|","","|","scientific name","|",1606805,0.000100942795545789
"2446",74313,"|","Brevundimonas subvibrioides","|","","|","scientific name","|",1606482,0.000100922504021328
"2447",3396624,"|","Pseudomonas sp. RHF3.3-3","|","","|","scientific name","|",1606482,0.000100922504021328
"2448",47857,"|","Micromonospora echinaurantiaca","|","","|","scientific name","|",1606420,0.000100918609053784
"2449",929562,"|","Emticicia oligotrophica DSM 17448","|","","|","scientific name","|",1606345,0.000100913897399498
"2450",3114537,"|","Pararoseomonas sp. SCSIO 73927","|","","|","scientific name","|",1605533,0.000100862885889089
"2451",1682113,"|","Mycobacterium adipatum","|","","|","scientific name","|",1605208,0.000100842468720513
"2452",2918516,"|","Endozoicomonas sp. SCSIO W0465","|","","|","scientific name","|",1605104,0.000100835935226569
"2453",475937,"|","Rhodopseudomonas boonkerdii","|","","|","scientific name","|",1605078,0.000100834301853083
"2454",28169,"|","Vibrio pelagius","|","","|","scientific name","|",1605069,0.000100833736454569
"2455",554,"|","Pectobacterium carotovorum","|","","|","scientific name","|",1604655,0.000100807728122907
"2456",2028343,"|","Rhizobium sp. 11515TR","|","","|","scientific name","|",1604198,0.000100779018442788
"2457",1691903,"|","Mangrovibacter phragmitis","|","","|","scientific name","|",1604025,0.0001007681502269
"2458",1970738,"|","Gilliamella apis","|","","|","scientific name","|",1603579,0.000100740131589409
"2459",1201031,"|","Pectobacterium aroidearum","|","","|","scientific name","|",1603379,0.000100727567177978
"2460",2589987,"|","Shewanella sp. Scap07","|","","|","scientific name","|",1603158,0.000100713683503347
"2461",1325095,"|","Bradyrhizobium guangzhouense","|","","|","scientific name","|",1603095,0.000100709725713746
"2462",2502781,"|","Hymenobacter jejuensis","|","","|","scientific name","|",1603052,0.000100707024365289
"2463",1003110,"|","Micromonospora maris","|","","|","scientific name","|",1602669,0.000100682963517399
"2464",438753,"|","Azorhizobium caulinodans ORS 571","|","","|","scientific name","|",1602653,0.000100681958364484
"2465",886343,"|","Mycobacterium spongiae","|","","|","scientific name","|",1602596,0.000100678377507226
"2466",1524258,"|","Aliamphritea ceti","|","","|","scientific name","|",1602420,0.000100667320825167
"2467",484184,"|","Paenibacillus taichungensis","|","","|","scientific name","|",1602409,0.000100666629782539
"2468",3342640,"|","Roseomonas sp. CCTCC AB2023176","|","","|","scientific name","|",1602268,0.00010065777187248
"2469",132473,"|","Streptomyces alboniger","|","","|","scientific name","|",1602179,0.000100652180709393
"2470",2861283,"|","Massilia sp. PAMC28688","|","","|","scientific name","|",1602036,0.00010064319715522
"2471",2685834,"|","Parabacteroides chongii","|","","|","scientific name","|",1601880,0.000100633396914304
"2472",1218801,"|","Kordia antarctica","|","","|","scientific name","|",1601875,0.000100633082804018
"2473",1796606,"|","Cupriavidus nantongensis","|","","|","scientific name","|",1601583,0.000100614738763329
"2474",160791,"|","Rhizorhabdus wittichii","|","","|","scientific name","|",1601554,0.000100612916923672
"2475",2742603,"|","Rhodococcus sp. W8901","|","","|","scientific name","|",1601548,0.000100612539991329
"2476",1792307,"|","Bosea sp. PAMC 26642","|","","|","scientific name","|",1600741,0.000100561842591205
"2477",1569,"|","Sporosarcina","|","","|","scientific name","|",1600735,0.000100561465658862
"2478",2932251,"|","Hymenobacter aerilatus","|","","|","scientific name","|",1600731,0.000100561214370634
"2479",1744,"|","Propionibacterium freudenreichii","|","","|","scientific name","|",1600391,0.000100539854871201
"2480",63737,"|","Nostoc punctiforme PCC 73102","|","","|","scientific name","|",1599829,0.000100504548875081
"2481",424188,"|","Streptomyces deccanensis","|","","|","scientific name","|",1599824,0.000100504234764795
"2482",2954525,"|","Paenibacillus sp. FSL M8-0142","|","","|","scientific name","|",1599336,0.000100473577600903
"2483",54298,"|","Chroococcidiopsis","|","","|","scientific name","|",1599202,0.000100465159445245
"2484",1801,"|","Mycolicibacterium diernhoferi","|","","|","scientific name","|",1599059,0.000100456175891072
"2485",2853439,"|","Sphingobacterium sp. E70","|","","|","scientific name","|",1598744,0.000100436386943068
"2486",1737515,"|","Serratia aquatilis","|","","|","scientific name","|",1598464,0.000100418796767065
"2487",2829502,"|","Photobacterium sp. GJ3","|","","|","scientific name","|",1598329,0.000100410315789349
"2488",2975796,"|","Streptomyces sp. NBC_00647","|","","|","scientific name","|",1598318,0.00010040962474672
"2489",3072793,"|","Acuticoccus sp. MNP-M23","|","","|","scientific name","|",1598210,0.000100402839964548
"2490",1697043,"|","Bordetella sp. H567","|","","|","scientific name","|",1597940,0.000100385878009116
"2491",2339259,"|","Yersinia hibernica","|","","|","scientific name","|",1597918,0.000100384495923859
"2492",1808979,"|","Candidatus Methylospira mobilis","|","","|","scientific name","|",1597664,0.000100368539121342
"2493",2954672,"|","Neobacillus sp. FSL H8-0543","|","","|","scientific name","|",1596586,0.000100300816943729
"2494",2838157,"|","Flavihumibacter fluvii","|","","|","scientific name","|",1596206,0.000100276944562011
"2495",165435,"|","uncultured Flavobacterium sp.","|","","|","scientific name","|",1595466,0.000100230456239716
"2496",2975866,"|","Streptomyces sp. NBC_01426","|","","|","scientific name","|",1594941,0.00010019747465971
"2497",3109595,"|","Novosphingobium sp. RL4","|","","|","scientific name","|",1594806,0.000100188993681995
"2498",269660,"|","Methylobacterium brachiatum","|","","|","scientific name","|",1594050,0.000100141500206786
"2499",1548548,"|","Bradymonas sediminis","|","","|","scientific name","|",1594021,0.000100139678367128
"2500",158899,"|","Collimonas fungivorans","|","","|","scientific name","|",1593878,0.000100130694812955
"2501",2796143,"|","Alicyclobacillus sp. ALC3","|","","|","scientific name","|",1593730,0.000100121397148497
"2502",67367,"|","Streptomyces tanashiensis","|","","|","scientific name","|",1593725,0.000100121083038211
"2503",339617,"|","Pseudoalteromonas viridis","|","","|","scientific name","|",1592669,0.000100054742945856
"2504",370526,"|","Mycolicibacterium rutilum","|","","|","scientific name","|",1592577,0.000100048963316598
"2505",1226752,"|","Mycolicibacterium holsaticum DSM 44478 = JCM 12374","|","","|","scientific name","|",1592383,0.00010003677583751
"2506",1254,"|","Pediococcus acidilactici","|","","|","scientific name","|",1592087,0.000100018180508592
"2507",2875706,"|","Streptomyces gobiensis","|","","|","scientific name","|",1591485,9.99803616301852e-05
"2508",2795690,"|","Kaistia sp. 32K","|","","|","scientific name","|",1591421,9.99763410185273e-05
"2509",1760988,"|","Methylomagnum ishizawai","|","","|","scientific name","|",1591224,9.99639650732679e-05
"2510",2663009,"|","Fusobacterium pseudoperiodonticum","|","","|","scientific name","|",1591121,9.9957494401381e-05
"2511",86185,"|","Pseudomonas lundensis","|","","|","scientific name","|",1590427,9.9913895893716e-05
"2512",356302,"|","Chitinimonas koreensis","|","","|","scientific name","|",1590425,9.99137702496017e-05
"2513",2903587,"|","Micromonospora sp. NBC_00617","|","","|","scientific name","|",1590419,9.99133933172587e-05
"2514",2047966,"|","Dongshaea marina","|","","|","scientific name","|",1590112,9.98941069457124e-05
"2515",2679963,"|","Pedobacter gandavensis","|","","|","scientific name","|",1590029,9.98888927149686e-05
"2516",327160,"|","Candidatus Accumulibacter phosphatis","|","","|","scientific name","|",1589961,9.98846208150821e-05
"2517",2912314,"|","Vibrio sp. JC009","|","","|","scientific name","|",1589654,9.98653344435357e-05
"2518",488446,"|","Burkholderia latens","|","","|","scientific name","|",1589440,9.98518905233047e-05
"2519",2585716,"|","Streptomyces sp. C8S0","|","","|","scientific name","|",1588855,9.98151396198694e-05
"2520",3074124,"|","Thalassobellus suaedae","|","","|","scientific name","|",1588846,9.9814574221355e-05
"2521",2942449,"|","Streptomyces sp. RerS4","|","","|","scientific name","|",1588291,9.97797079796344e-05
"2522",2364647,"|","Pantoea piersonii","|","","|","scientific name","|",1588128,9.97694679843183e-05
"2523",353,"|","Azotobacter chroococcum","|","","|","scientific name","|",1587656,9.97398159733414e-05
"2524",3135644,"|","Alteromonas sp. M12","|","","|","scientific name","|",1587467,9.97279426045393e-05
"2525",2681552,"|","Variovorax sp. RKNM96","|","","|","scientific name","|",1587408,9.97242361031672e-05
"2526",661481,"|","Flavisolibacter ginsenosidimutans","|","","|","scientific name","|",1587200,9.97111691152791e-05
"2527",2975689,"|","Streptomyces sp. NBC_00247","|","","|","scientific name","|",1587193,9.9710729360879e-05
"2528",1870820,"|","Paenibacillus ihbetae","|","","|","scientific name","|",1586806,9.96864172247603e-05
"2529",2975809,"|","Streptomyces sp. NBC_00704","|","","|","scientific name","|",1586680,9.96785016455589e-05
"2530",1178515,"|","Paenibacillus swuensis","|","","|","scientific name","|",1586069,9.96401173686376e-05
"2531",3388313,"|","Streptomyces sp. CY1","|","","|","scientific name","|",1585440,9.96006022946875e-05
"2532",296,"|","Pseudomonas fragi","|","","|","scientific name","|",1585282,9.95906764096572e-05
"2533",2792008,"|","Pseudonocardia abyssalis","|","","|","scientific name","|",1584728,9.95558729899937e-05
"2534",37331,"|","Pseudonocardia petroleophila","|","","|","scientific name","|",1584633,9.9549904894564e-05
"2535",82976,"|","Buttiauxella","|","","|","scientific name","|",1584574,9.95461983931919e-05
"2536",515393,"|","Pseudomonas yamanorum","|","","|","scientific name","|",1584448,9.95382828139905e-05
"2537",67345,"|","Streptomyces prasinus","|","","|","scientific name","|",1584374,9.95336339817611e-05
"2538",2614906,"|","unclassified Leisingera","|","","|","scientific name","|",1583933,9.9505929454556e-05
"2539",391735,"|","Verminephrobacter eiseniae EF01-2","|","","|","scientific name","|",1583790,9.9496945900383e-05
"2540",106370,"|","Frankia casuarinae","|","","|","scientific name","|",1583523,9.94801724111228e-05
"2541",318424,"|","Mycolicibacterium rufum","|","","|","scientific name","|",1583497,9.94785390376368e-05
"2542",3034506,"|","Teredinibacter sp. KSP-S5-2","|","","|","scientific name","|",1583376,9.94709375687211e-05
"2543",1750527,"|","Roseomonas fluvialis","|","","|","scientific name","|",1583134,9.94557346308898e-05
"2544",148814,"|","Apilactobacillus kunkeei","|","","|","scientific name","|",1582724,9.94299775874565e-05
"2545",3133117,"|","Okeanomitos corallinicola TIOX110","|","","|","scientific name","|",1582683,9.94274018831132e-05
"2546",1679497,"|","Caulobacter flavus","|","","|","scientific name","|",1582279,9.94020217720229e-05
"2547",3065952,"|","Variovorax sp. V15","|","","|","scientific name","|",1581963,9.93821700019621e-05
"2548",2975804,"|","Streptomyces sp. NBC_00670","|","","|","scientific name","|",1581951,9.93814161372763e-05
"2549",357276,"|","Phocaeicola dorei","|","","|","scientific name","|",1581132,9.93299648724669e-05
"2550",2975730,"|","Streptomyces sp. NBC_00376","|","","|","scientific name","|",1580640,9.9299056420347e-05
"2551",3394320,"|","Salipaludibacillus sp. HK11","|","","|","scientific name","|",1580476,9.92887536029737e-05
"2552",1670800,"|","Aquibium oceanicum","|","","|","scientific name","|",1579490,9.92268110546196e-05
"2553",1749,"|","Acidipropionibacterium jensenii","|","","|","scientific name","|",1579483,9.92263713002195e-05
"2554",420402,"|","Marinobacterium rhizophilum","|","","|","scientific name","|",1579285,9.92139325329029e-05
"2555",2912855,"|","Photobacterium sp. CCB-ST2H9","|","","|","scientific name","|",1579140,9.92048233346156e-05
"2556",2603206,"|","Ruania zhangjianzhongii","|","","|","scientific name","|",1579133,9.92043835802155e-05
"2557",2592049,"|","Pontibacter kalidii","|","","|","scientific name","|",1578258,9.91494142802055e-05
"2558",1821621,"|","Marinobacterium aestuarii","|","","|","scientific name","|",1578212,9.91465244655764e-05
"2559",2736252,"|","Aquimarina sp. TRL1","|","","|","scientific name","|",1578123,9.91409333024897e-05
"2560",160453,"|","Enterococcus gilvus","|","","|","scientific name","|",1578015,9.9134148520317e-05
"2561",458817,"|","Shewanella halifaxensis HAW-EB4","|","","|","scientific name","|",1577244,9.9085712714251e-05
"2562",3025669,"|","Sphingobacterium oryzagri","|","","|","scientific name","|",1577155,9.90801215511643e-05
"2563",3033811,"|","Streptomyces castrisilvae","|","","|","scientific name","|",1576753,9.90548670841883e-05
"2564",39687,"|","Mycolicibacterium austroafricanum","|","","|","scientific name","|",1576235,9.90223252585824e-05
"2565",2839983,"|","Cupriavidus sp. EM10","|","","|","scientific name","|",1576151,9.90170482057814e-05
"2566",2822138,"|","Metapseudomonas boanensis","|","","|","scientific name","|",1575931,9.90032273532075e-05
"2567",2831662,"|","Gordonia pseudamarae","|","","|","scientific name","|",1575435,9.89720676128589e-05
"2568",3374599,"|","Halosquirtibacter xylanolyticus","|","","|","scientific name","|",1575294,9.89632097028002e-05
"2569",267128,"|","Sphingopyxis granuli","|","","|","scientific name","|",1575270,9.89617019734285e-05
"2570",2932250,"|","Hymenobacter sp. 5317J-9","|","","|","scientific name","|",1575263,9.89612622190284e-05
"2571",158847,"|","Megamonas hypermegale","|","","|","scientific name","|",1575116,9.89520273766267e-05
"2572",1697053,"|","Thiopseudomonas alkaliphila","|","","|","scientific name","|",1574710,9.89265216214221e-05
"2573",2811423,"|","Ensifer sp. PDNC004","|","","|","scientific name","|",1574675,9.89243228494217e-05
"2574",44251,"|","Paenibacillus durus","|","","|","scientific name","|",1574572,9.89178521775348e-05
"2575",195250,"|","Synechococcus sp. PCC 7336","|","","|","scientific name","|",1574475,9.89117584379908e-05
"2576",652764,"|","Azospirillum sp. TSH100","|","","|","scientific name","|",1574181,9.88932887531875e-05
"2577",2267264,"|","Alteromonas sp. RKMC-009","|","","|","scientific name","|",1574077,9.88867552592434e-05
"2578",2694929,"|","Pontibacter russatus","|","","|","scientific name","|",1573610,9.88574173585524e-05
"2579",2975990,"|","Nocardia sp. NBC_00403","|","","|","scientific name","|",1573533,9.88525800601515e-05
"2580",1027966,"|","Pseudomonas sp. HR96","|","","|","scientific name","|",1573505,9.88508210425512e-05
"2581",39688,"|","Mycolicibacterium duvalii","|","","|","scientific name","|",1573503,9.88506953984369e-05
"2582",3029053,"|","Mucilaginibacter sp. SJ","|","","|","scientific name","|",1572511,9.87883759177398e-05
"2583",71655,"|","Brenneria","|","","|","scientific name","|",1571822,9.87450915203605e-05
"2584",2856523,"|","Pedobacter sp. D749","|","","|","scientific name","|",1571818,9.87448402321319e-05
"2585",2995170,"|","Luteolibacter sp. SL250","|","","|","scientific name","|",1570916,9.86881747365787e-05
"2586",3135646,"|","Niveibacterium sp. SC-1","|","","|","scientific name","|",1570820,9.86821438190919e-05
"2587",435912,"|","Vibrio porteresiae","|","","|","scientific name","|",1570593,9.86678832121179e-05
"2588",351605,"|","Geotalea uraniireducens Rf4","|","","|","scientific name","|",1570134,9.86390478878841e-05
"2589",1338368,"|","Paenibacillus lentus","|","","|","scientific name","|",1570049,9.8633708013026e-05
"2590",470931,"|","Pantoea anthophila","|","","|","scientific name","|",1569966,9.86284937822822e-05
"2591",1492,"|","Clostridium butyricum","|","","|","scientific name","|",1569892,9.86238449500527e-05
"2592",1547487,"|","Mycobacterium sp. ELW1","|","","|","scientific name","|",1569812,9.86188191854804e-05
"2593",1792508,"|","Salipiger sp. CCB-MM3","|","","|","scientific name","|",1568907,9.85619652237558e-05
"2594",47875,"|","Micromonospora sagamiensis","|","","|","scientific name","|",1568714,9.8549840566725e-05
"2595",2320270,"|","Pseudomonas sp. DG56-2","|","","|","scientific name","|",1568714,9.8549840566725e-05
"2596",1903704,"|","Tumebacillus avium","|","","|","scientific name","|",1568707,9.85494008123249e-05
"2597",3048629,"|","Pseudomonas sp. MH9.2","|","","|","scientific name","|",1568111,9.8511958866261e-05
"2598",555317,"|","Phyllobacterium sp. T1293","|","","|","scientific name","|",1567445,9.84701193761962e-05
"2599",1917421,"|","Ketobacter alkanivorans","|","","|","scientific name","|",1567412,9.84680462483101e-05
"2600",2777475,"|","Mesorhizobium sp. J8","|","","|","scientific name","|",1567272,9.84592511603085e-05
"2601",3239420,"|","Promicromonospora sp. Populi","|","","|","scientific name","|",1567217,9.8455795947165e-05
"2602",51669,"|","Tetragenococcus halophilus","|","","|","scientific name","|",1566563,9.84147103217861e-05
"2603",3234145,"|","Rouxiella sp. WC2420","|","","|","scientific name","|",1566458,9.84081140057849e-05
"2604",2499688,"|","Niallia taxi","|","","|","scientific name","|",1566343,9.84008894692122e-05
"2605",953,"|","Wolbachia","|","","|","scientific name","|",1566097,9.83854352431522e-05
"2606",2732864,"|","Modestobacter italicus","|","","|","scientific name","|",1566052,9.83826082505803e-05
"2607",2893885,"|","Flavobacterium cupriresistens","|","","|","scientific name","|",1566049,9.83824197844088e-05
"2608",2878150,"|","Caballeronia sp. Lep1P3","|","","|","scientific name","|",1566047,9.83822941402945e-05
"2609",89153,"|","[Clostridium] hylemonae","|","","|","scientific name","|",1565915,9.83740016287502e-05
"2610",865757,"|","Photobacterium atrarenae","|","","|","scientific name","|",1565680,9.83592384453189e-05
"2611",3400226,"|","Roseateles sp. So40a","|","","|","scientific name","|",1565448,9.83446637280591e-05
"2612",1389922,"|","Achromobacter mucicolens","|","","|","scientific name","|",1565269,9.83334185798285e-05
"2613",2917691,"|","Deinococcus sp. KNUC1210","|","","|","scientific name","|",1564425,9.82803967635903e-05
"2614",323450,"|","Pontibacter actiniarum","|","","|","scientific name","|",1563978,9.82523153040423e-05
"2615",197222,"|","Paraglaciecola mesophila","|","","|","scientific name","|",1563864,9.82451535895267e-05
"2616",2017482,"|","Thalassococcus sp. S3","|","","|","scientific name","|",1563047,9.81938279688317e-05
"2617",1122214,"|","Martelella mediterranea DSM 17316","|","","|","scientific name","|",1562996,9.81906240439168e-05
"2618",337191,"|","Gordonia sp. KTR9","|","","|","scientific name","|",1562954,9.81879855175163e-05
"2619",2966192,"|","Streptomyces sp. Je 1-369","|","","|","scientific name","|",1562602,9.8165872153398e-05
"2620",392734,"|","Terriglobus roseus","|","","|","scientific name","|",1562574,9.81641131357977e-05
"2621",2907205,"|","Tellurirhabdus bombi","|","","|","scientific name","|",1562497,9.81592758373968e-05
"2622",1227739,"|","Hymenobacter swuensis DY53","|","","|","scientific name","|",1561594,9.81025475197865e-05
"2623",484770,"|","Pelosinus sp. UFO1","|","","|","scientific name","|",1561425,9.80919305921274e-05
"2624",2686359,"|","Paraglaciecola sp. L1A13","|","","|","scientific name","|",1561176,9.8076287899896e-05
"2625",335543,"|","Syntrophobacter fumaroxidans MPOB","|","","|","scientific name","|",1561144,9.80742775940671e-05
"2626",2575374,"|","Arthrobacter sp. 24S4-2","|","","|","scientific name","|",1560273,9.80195595822857e-05
"2627",2708539,"|","Caulobacter soli","|","","|","scientific name","|",1560067,9.80066182385119e-05
"2628",2035,"|","Curtobacterium flaccumfaciens","|","","|","scientific name","|",1559850,9.79929858521094e-05
"2629",1524259,"|","Aliisedimentitalea scapharcae","|","","|","scientific name","|",1559607,9.79777200922209e-05
"2630",722731,"|","Mycobacterium shigaense","|","","|","scientific name","|",1559486,9.79701186233053e-05
"2631",2596828,"|","Microlunatus elymi","|","","|","scientific name","|",1559420,9.79659723675331e-05
"2632",2663022,"|","Gracilibacillus salitolerans","|","","|","scientific name","|",1559233,9.79542246428452e-05
"2633",47871,"|","Micromonospora peucetia","|","","|","scientific name","|",1559000,9.79395871035283e-05
"2634",2483033,"|","Parasedimentitalea marina","|","Parasedimentitalea marina <Parasedimentitalea marina>","|","scientific name","|",1558845,9.79298496846694e-05
"2635",42444,"|","Marinovum algicola","|","","|","scientific name","|",1558202,9.78894551019192e-05
"2636",573061,"|","Clostridium cellulovorans 743B","|","","|","scientific name","|",1557979,9.78754457831738e-05
"2637",2931390,"|","Nocardioides sp. W7","|","","|","scientific name","|",1557952,9.78737495876306e-05
"2638",28448,"|","Komagataeibacter xylinus","|","","|","scientific name","|",1557825,9.7865771186372e-05
"2639",3071567,"|","Pantoea sp. App145","|","","|","scientific name","|",1557436,9.7841333406139e-05
"2640",762376,"|","Achromobacter xylosoxidans A8","|","","|","scientific name","|",1557014,9.78148224980199e-05
"2641",3344828,"|","Bradyrhizobium sp. ma5","|","","|","scientific name","|",1556975,9.78123724377909e-05
"2642",1775,"|","Mycobacterium cookii","|","","|","scientific name","|",1556807,9.78018183321889e-05
"2643",1806508,"|","Candidatus Promineifilum breve","|","","|","scientific name","|",1556445,9.77790767474991e-05
"2644",2648997,"|","unclassified Thalassospira","|","","|","scientific name","|",1556318,9.77710983462405e-05
"2645",709810,"|","Azospirillum sp. TSA2s","|","","|","scientific name","|",1556159,9.7761109639153e-05
"2646",2903590,"|","Micromonospora sp. NBC_01412","|","","|","scientific name","|",1556114,9.7758282646581e-05
"2647",284034,"|","Streptoverticillium olivoreticuli subsp. olivoreticuli","|","","|","scientific name","|",1555904,9.77450900145786e-05
"2648",1827742,"|","Streptomyces sp. f51","|","","|","scientific name","|",1555696,9.77320230266905e-05
"2649",248906,"|","Zobellia laminariae","|","","|","scientific name","|",1555686,9.7731394806119e-05
"2650",2903893,"|","Streptomyces sp. NBC_01525","|","","|","scientific name","|",1555358,9.77107891713724e-05
"2651",2728022,"|","Mucilaginibacter robiniae","|","","|","scientific name","|",1555172,9.76991042687417e-05
"2652",67081,"|","Mycolicibacterium alvei","|","","|","scientific name","|",1554894,9.76816397368528e-05
"2653",656178,"|","Pandoraea vervacti","|","","|","scientific name","|",1554793,9.76752947090802e-05
"2654",1331910,"|","Thermogutta terrifontis","|","","|","scientific name","|",1554286,9.7643443926103e-05
"2655",2831148,"|","Paraneptunicella aestuarii","|","","|","scientific name","|",1553268,9.75794910719199e-05
"2656",152500,"|","Burkholderia dolosa","|","","|","scientific name","|",1552889,9.75556815122585e-05
"2657",2911520,"|","Methylobacter sp. YRD-M1","|","","|","scientific name","|",1552871,9.75545507152297e-05
"2658",2735134,"|","Sphingomonas sp. AP4-R1","|","","|","scientific name","|",1552841,9.7552666053515e-05
"2659",1915078,"|","Thioclava nitratireducens","|","","|","scientific name","|",1552709,9.75443735419707e-05
"2660",46506,"|","Bacteroides stercoris","|","","|","scientific name","|",1552562,9.7535138699569e-05
"2661",483545,"|","Thermobifida halotolerans","|","","|","scientific name","|",1552415,9.75259038571673e-05
"2662",418699,"|","Azoarcus olearius","|","","|","scientific name","|",1552295,9.75183652103088e-05
"2663",82654,"|","Pseudanabaena sp. PCC 7367","|","","|","scientific name","|",1552276,9.75171715912229e-05
"2664",65656,"|","Hydrogenophaga taeniospiralis","|","","|","scientific name","|",1552220,9.75136535560222e-05
"2665",85693,"|","Mycolicibacterium monacense","|","","|","scientific name","|",1552125,9.75076854605926e-05
"2666",560555,"|","Mycobacterium mantenii","|","","|","scientific name","|",1552060,9.75036020268776e-05
"2667",65700,"|","Erwinia tracheiphila","|","","|","scientific name","|",1551856,9.74907863272181e-05
"2668",3115297,"|","Peribacillus sp. SCS-155","|","","|","scientific name","|",1551728,9.74827451039023e-05
"2669",1658665,"|","Mitsuaria sp. 7","|","","|","scientific name","|",1551668,9.74789757804731e-05
"2670",118163,"|","Pleurocapsa sp. PCC 7327","|","","|","scientific name","|",1551643,9.74774052290442e-05
"2671",1631968,"|","Planctobacterium marinum","|","","|","scientific name","|",1551456,9.74656575043564e-05
"2672",1349819,"|","Aureimonas sp. AU20","|","","|","scientific name","|",1551283,9.74547892884687e-05
"2673",2493633,"|","Ectopseudomonas hydrolytica","|","","|","scientific name","|",1551123,9.7444737759324e-05
"2674",570277,"|","Endozoicomonas montiporae CL-33","|","","|","scientific name","|",1550933,9.74328015684647e-05
"2675",111781,"|","[Leptolyngbya] sp. PCC 7376","|","","|","scientific name","|",1550678,9.74167819438903e-05
"2676",2837956,"|","Streptomyces sp. FIT100","|","","|","scientific name","|",1550540,9.7408112500003e-05
"2677",1856685,"|","Pseudomonas sp. TCU-HL1","|","","|","scientific name","|",1550337,9.73953596224007e-05
"2678",1017270,"|","Fictibacillus enclensis","|","","|","scientific name","|",1550279,9.73917159430858e-05
"2679",1493872,"|","Chryseobacterium shandongense","|","","|","scientific name","|",1549959,9.73716128847964e-05
"2680",43769,"|","Corynebacterium propinquum","|","","|","scientific name","|",1549654,9.73524521573644e-05
"2681",125216,"|","Roseomonas","|","","|","scientific name","|",1549606,9.73494366986209e-05
"2682",3129111,"|","Streptomyces sp. TG1A-60","|","","|","scientific name","|",1549528,9.73445365781629e-05
"2683",716928,"|","Sinorhizobium sojae CCBAU 05684","|","","|","scientific name","|",1549114,9.7318528246501e-05
"2684",2482728,"|","Pedobacter sp. G11","|","","|","scientific name","|",1549067,9.73155756098148e-05
"2685",3068633,"|","Telluria beijingensis","|","","|","scientific name","|",1548763,9.72964777044399e-05
"2686",292462,"|","Mycobacterium florentinum","|","","|","scientific name","|",1548709,9.72930853133536e-05
"2687",2293567,"|","Methylovirgula sp. 4M-Z18","|","","|","scientific name","|",1548419,9.72748669167788e-05
"2688",1849967,"|","Streptomyces sp. SAT1","|","","|","scientific name","|",1548165,9.72589101142616e-05
"2689",2636677,"|","unclassified Psychrobacillus","|","","|","scientific name","|",1548138,9.72572139187185e-05
"2690",2975737,"|","Streptomyces sp. NBC_00400","|","","|","scientific name","|",1547855,9.72394352765438e-05
"2691",3075627,"|","Kitasatospora sp. CM 4170","|","","|","scientific name","|",1547710,9.72303260782564e-05
"2692",443218,"|","Hoyosella subflava DQS3-9A1","|","","|","scientific name","|",1547658,9.72270593312844e-05
"2693",2847991,"|","Geomonas nitrogeniifigens","|","","|","scientific name","|",1547493,9.7216693691854e-05
"2694",2811421,"|","Rhodococcus pseudokoreensis","|","","|","scientific name","|",1547487,9.7216316759511e-05
"2695",1141657,"|","Nocardia vulneris","|","","|","scientific name","|",1546926,9.71810735854475e-05
"2696",410332,"|","Gordonia malaquae","|","","|","scientific name","|",1546622,9.71619756800726e-05
"2697",185642,"|","Mycobacterium parmense","|","","|","scientific name","|",1546418,9.71491599804131e-05
"2698",2903670,"|","Streptomyces sp. NBC_00683","|","","|","scientific name","|",1546092,9.71286799897808e-05
"2699",1620421,"|","Hoeflea sp. IMCC20628","|","","|","scientific name","|",1545927,9.71183143503503e-05
"2700",266117,"|","Rubrobacter xylanophilus DSM 9941","|","","|","scientific name","|",1545807,9.71107757034918e-05
"2701",2651199,"|","Arthrobacter sp. CDRTa11","|","","|","scientific name","|",1544998,9.7059952659254e-05
"2702",1552759,"|","Mycolicibacterium grossiae","|","","|","scientific name","|",1544517,9.70297352497628e-05
"2703",2895353,"|","Telluria group","|","","|","scientific name","|",1544469,9.70267197910194e-05
"2704",216929,"|","Mycolicibacterium psychrotolerans","|","","|","scientific name","|",1543753,9.69817391980969e-05
